shard_count,block_count,active_block_count,tx_total,tx_committed,avg_committed_per_active_block,relay_ratio,locked_ratio,latency_mean,latency_p50,latency_p95,latency_p99
2.000000,84.000000,74.000000,29600.000000,20000.000000,270.270270,0.648649,0.000946,10731.645750,9868.000000,21911.000000,37877.000000
