strategy,run_count,tx_committed_mean,tx_committed_std,avg_committed_per_active_block_mean,avg_committed_per_active_block_std,relay_ratio_mean,relay_ratio_std,locked_ratio_mean,locked_ratio_std,migration_block_count_mean,migration_block_count_std,avg_queue_len_global_mean,avg_queue_len_global_std,max_queue_len_global_mean,max_queue_len_global_std,latency_mean_mean,latency_mean_std,latency_p95_mean,latency_p95_std,latency_p99_mean,latency_p99_std,mig_related_tx_count_mean,mig_related_tx_count_std,mig_related_latency_mean_mean,mig_related_latency_mean_std,mig_related_latency_p95_mean,mig_related_latency_p95_std,mig_related_latency_p99_mean,mig_related_latency_p99_std,migration_window_locked_ratio_mean,migration_window_locked_ratio_std,migration_window_avg_queue_len_mean,migration_window_avg_queue_len_std,migration_window_latency_mean_mean,migration_window_latency_mean_std,migration_window_latency_p95_mean,migration_window_latency_p95_std,migration_window_latency_p99_mean,migration_window_latency_p99_std
Fine-tuned-Lock,5.0,20000.0,0.0,280.3481603517921,9.157130975690533,0.652927924492528,0.013457846496907228,0.000873095868478572,0.0007258524089075524,10.6,3.1304951684997055,911.6435540069687,62.38088684805836,4030.2,681.648516465781,10230.53332,568.3468384372638,22508.987990999998,1273.4718936586517,27197.2839528,3896.3632343873223,639.2,292.611858953119,20287.258774955146,5145.105824660772,30960.65,8211.246090728251,33758.424,6759.790508505423,0.006878178481976576,0.005999065945643653,2313.2227272727273,113.38845122472493,13394.155991266933,1310.339495162692,21012.6,2255.926705369658,22578.080000000045,2629.665307981247
SOTA-Lock,5.0,20000.0,0.0,281.0886268456833,8.242490583107514,0.653055260455826,0.013436456708222223,0.014959235366210554,0.006211625170312905,8.6,2.3021728866442674,906.209598922607,55.1035371709157,4156.6,674.9409603809803,10170.72678,527.9429210429012,22947.304599999996,2485.3158646524685,29539.105085,2827.846853178902,643.0,295.74228645900473,26474.63145786452,2848.161357915748,33829.08,6144.066644495319,34236.0,5540.9122443872,0.17644382243450435,0.07537502420839416,2280.1633333333334,401.8507646312524,11064.712471437697,1770.7880449336062,19040.0,2672.3438214421435,19844.306,3146.290428930553
