timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4156,1,500,315,185,0,315,1780066524156,0,0,0,0,0
6047,2,197,0,1,196,196,1780066526047,0,0,0,0,0
8094,3,472,323,149,0,323,1780066528094,0,0,0,0,0
10109,4,500,291,209,0,291,1780066530109,0,0,0,0,0
12080,5,500,100,77,323,423,1780066532080,0,0,0,0,0
14089,6,500,131,142,227,358,1780066534089,0,0,0,0,0
16118,7,500,212,182,106,318,1780066536118,0,0,0,0,0
18093,8,500,168,189,143,311,1780066538093,0,0,0,0,0
20091,9,500,149,180,171,320,1780066540091,0,0,0,0,0
22108,10,500,246,241,13,259,1780066542108,0,0,0,0,0
24105,11,500,155,148,197,352,1780066544105,0,0,0,0,0
26097,12,500,180,159,161,341,1780066546097,0,0,0,0,0
28103,13,500,164,184,152,316,1780066548103,0,0,0,0,0
30096,14,500,33,42,425,458,1780066550096,0,0,0,0,0
32060,15,279,12,10,257,269,1780066552060,0,0,0,0,0
34059,16,330,17,55,258,275,1780066554059,0,0,0,0,0
36052,17,178,3,7,168,171,1780066556052,0,0,0,0,0
38077,18,264,4,10,250,254,1780066558077,0,0,0,0,0
40054,19,210,14,17,179,193,1780066560054,0,0,0,0,0
42092,20,500,159,174,167,326,1780066562092,0,0,0,0,0
44101,21,500,242,197,61,303,1780066564101,0,0,0,0,0
46090,22,200,80,62,58,138,1780066566090,300,0,0,0,0
48086,23,288,67,49,172,239,1780066568086,152,60,0,0,3
50091,24,500,251,249,0,251,1780066570091,0,0,0,0,7
52126,25,200,7,6,187,194,1780066572126,0,0,300,0,1
54094,26,348,158,181,9,167,1780066574094,0,0,152,0,0
56098,27,500,156,186,158,314,1780066576098,0,0,0,0,0
58099,28,500,159,208,133,292,1780066578099,0,0,0,0,0
60110,29,500,143,158,199,342,1780066580110,0,0,0,0,0
62112,30,500,246,254,0,246,1780066582112,0,0,0,0,0
64109,31,500,234,266,0,234,1780066584109,0,0,0,0,0
66086,32,500,143,144,213,356,1780066586086,0,0,0,0,0
68082,33,500,0,0,500,500,1780066588082,0,0,0,0,0
70040,34,233,0,0,233,233,1780066590040,0,0,0,0,0
72007,35,0,0,0,0,0,1780066592007,0,0,0,0,0
74006,36,0,0,0,0,0,1780066594006,0,0,0,0,0
76012,37,0,0,0,0,0,1780066596012,0,0,0,0,0
78005,38,0,0,0,0,0,1780066598005,0,0,0,0,0
80021,39,0,0,0,0,0,1780066600021,0,0,0,0,0
