timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4120,1,299,103,196,0,103,1780066524120,0,0,0,0,0
6057,2,185,0,0,185,185,1780066526057,0,0,0,0,0
8071,3,329,97,231,1,98,1780066528071,0,0,0,0,0
10089,4,436,121,166,149,270,1780066530089,0,0,0,0,0
12121,5,500,241,259,0,241,1780066532121,0,0,0,0,0
14084,6,500,148,143,209,357,1780066534084,0,0,0,0,0
16110,7,500,239,184,77,316,1780066536110,0,0,0,0,0
18091,8,500,161,197,142,303,1780066538091,0,0,0,0,0
20091,9,500,157,161,182,339,1780066540091,0,0,0,0,0
22103,10,500,159,152,189,348,1780066542103,0,0,0,0,0
24105,11,500,157,163,180,337,1780066544105,0,0,0,0,0
26097,12,500,135,124,241,376,1780066546097,0,0,0,0,0
28113,13,500,271,229,0,271,1780066548113,0,0,0,0,0
30099,14,500,186,166,148,334,1780066550099,0,0,0,0,0
32111,15,500,242,258,0,242,1780066552111,0,0,0,0,0
34106,16,500,173,168,159,332,1780066554106,0,0,0,0,0
36117,17,500,208,250,42,250,1780066556117,0,0,0,0,0
38121,18,500,179,179,142,321,1780066558121,0,0,0,0,0
40111,19,500,220,228,52,272,1780066560111,0,0,0,0,0
42097,20,500,270,230,0,270,1780066562097,0,0,0,0,0
44081,21,500,249,196,55,304,1780066564081,0,0,0,0,0
46105,22,440,215,225,0,215,1780066566105,60,0,0,0,0
48121,23,200,112,81,7,119,1780066568121,0,300,0,0,0
50101,24,288,154,134,0,154,1780066570101,0,152,60,0,0
52104,25,500,273,218,9,282,1780066572104,0,0,0,0,0
54089,26,500,328,172,0,328,1780066574089,0,0,0,0,0
56141,27,313,162,136,15,177,1780066576141,0,0,0,187,0
58099,28,500,357,143,0,357,1780066578099,0,0,0,0,0
60103,29,500,136,101,263,399,1780066580103,0,0,0,0,0
62088,30,500,238,105,157,395,1780066582088,0,0,0,0,0
64088,31,500,150,66,284,434,1780066584088,0,0,0,0,0
66072,32,500,10,5,485,495,1780066586072,0,0,0,0,0
68074,33,500,0,0,500,500,1780066588074,0,0,0,0,0
70058,34,398,0,0,398,398,1780066590058,0,0,0,0,0
72008,35,0,0,0,0,0,1780066592008,0,0,0,0,0
74007,36,0,0,0,0,0,1780066594007,0,0,0,0,0
76012,37,0,0,0,0,0,1780066596012,0,0,0,0,0
78005,38,0,0,0,0,0,1780066598005,0,0,0,0,0
80021,39,0,0,0,0,0,1780066600021,0,0,0,0,0
