timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4154,1,500,211,289,0,211,1780066742154,0,0,0,0,0
6049,2,185,51,57,77,128,1780066744049,0,0,0,0,0
8101,3,500,240,260,0,240,1780066746101,0,0,0,0,0
10115,4,500,260,240,0,260,1780066748115,0,0,0,0,0
12106,5,500,184,242,74,258,1780066750106,0,0,0,0,0
14111,6,500,200,241,59,259,1780066752111,0,0,0,0,0
16113,7,500,238,262,0,238,1780066754113,0,0,0,0,0
18101,8,500,182,191,127,309,1780066756101,0,0,0,0,0
20079,9,500,222,214,64,286,1780066758079,0,0,0,0,0
22094,10,500,213,224,63,276,1780066760094,0,0,0,0,0
24100,11,500,235,265,0,235,1780066762100,0,0,0,0,0
26094,12,500,159,155,186,345,1780066764094,0,0,0,0,0
28073,13,500,105,134,261,366,1780066766073,0,0,0,0,0
30113,14,500,212,240,48,260,1780066768113,0,0,0,0,0
32094,15,500,176,181,143,319,1780066770094,0,0,0,0,0
34100,16,500,171,176,153,324,1780066772100,0,0,0,0,0
36106,17,500,220,274,6,226,1780066774106,0,0,0,0,0
38095,18,500,188,175,137,325,1780066776095,0,0,0,0,0
40081,19,500,208,215,77,285,1780066778081,0,0,0,0,0
42102,20,500,198,273,29,227,1780066780102,0,0,0,0,0
44096,21,500,184,205,111,295,1780066782096,0,0,0,0,0
46099,22,200,61,52,87,148,1780066784099,300,0,0,0,0
48097,23,200,104,96,0,104,1780066786097,128,172,0,0,1
50113,24,200,22,8,170,192,1780066788113,0,300,0,0,1
52097,25,200,65,15,120,185,1780066790097,0,176,124,0,2
54121,26,258,80,12,166,246,1780066792121,0,0,128,114,15
56094,27,324,229,44,51,280,1780066794094,0,0,176,0,0
58135,28,354,275,78,1,276,1780066796135,0,0,0,146,0
60093,29,500,202,219,79,281,1780066798093,0,0,0,0,0
62101,30,500,181,135,184,365,1780066800101,0,0,0,0,0
64096,31,500,255,198,47,302,1780066802096,0,0,0,0,0
66098,32,500,295,205,0,295,1780066804098,0,0,0,0,0
68089,33,500,352,134,14,366,1780066806089,0,0,0,0,0
70095,34,500,291,177,32,323,1780066808095,0,0,0,0,0
72086,35,500,191,116,193,384,1780066810086,0,0,0,0,0
74078,36,496,19,7,470,489,1780066812078,0,0,0,0,0
76015,37,0,0,0,0,0,1780066814015,0,0,0,0,0
78029,38,0,0,0,0,0,1780066816029,0,0,0,0,0
80010,39,0,0,0,0,0,1780066818010,0,0,0,0,0
82011,40,0,0,0,0,0,1780066820011,0,0,0,0,0
84022,41,0,0,0,0,0,1780066822022,0,0,0,0,0
86009,42,0,0,0,0,0,1780066824009,0,0,0,0,0
