block,queueLen
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,125
9,36
10,295
11,580
12,612
13,444
14,278
15,138
16,11
17,217
18,465
19,858
20,1231
21,1173
22,1427
23,1445
24,1493
25,1600
26,1716
27,1303
28,998
29,576
30,295
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
