timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4113,1,269,125,144,0,125,1780065763113,0,0,0,0,0
6057,2,226,0,0,226,226,1780065765057,0,0,0,0,0
8071,3,285,79,193,13,92,1780065767071,0,0,0,0,0
10081,4,393,86,91,216,302,1780065769081,0,0,0,0,0
12092,5,396,91,72,233,324,1780065771092,0,0,0,0,0
14080,6,310,84,75,151,235,1780065773080,0,0,0,0,0
16123,7,500,176,215,109,285,1780065775123,0,0,0,0,0
18110,8,500,204,166,130,334,1780065777110,0,0,0,0,0
20112,9,500,189,186,125,314,1780065779112,0,0,0,0,0
22106,10,500,198,201,101,299,1780065781106,0,0,0,0,0
24102,11,500,179,107,214,393,1780065783102,0,0,0,0,0
26106,12,500,200,195,105,305,1780065785106,0,0,0,0,0
28103,13,500,183,175,142,325,1780065787103,0,0,0,0,0
30122,14,500,138,161,201,339,1780065789122,0,0,0,0,0
32101,15,500,201,159,140,341,1780065791101,0,0,0,0,0
34095,16,500,142,151,207,349,1780065793095,0,0,0,0,0
36080,17,500,160,138,202,362,1780065795080,0,0,0,0,0
38095,18,500,170,158,172,342,1780065797095,0,0,0,0,0
40088,19,500,153,106,241,394,1780065799088,0,0,0,0,0
42106,20,500,221,250,29,250,1780065801106,0,0,0,0,0
44109,21,500,196,177,127,323,1780065803109,0,0,0,0,0
46091,22,200,116,84,0,116,1780065805091,300,0,0,0,0
48092,23,200,80,32,88,168,1780065807092,80,220,0,0,99
50113,24,200,121,52,27,148,1780065809113,0,299,1,0,109
52095,25,420,228,151,41,269,1780065811095,0,0,80,0,146
54160,26,201,119,82,0,119,1780065813160,0,0,299,0,0
56097,27,500,217,201,82,299,1780065815097,0,0,0,0,0
58115,28,500,257,243,0,257,1780065817115,0,0,0,0,0
60089,29,500,167,181,152,319,1780065819089,0,0,0,0,0
62114,30,500,259,203,38,297,1780065821114,0,0,0,0,0
64112,31,500,267,233,0,267,1780065823112,0,0,0,0,0
66118,32,500,214,222,64,278,1780065825118,0,0,0,0,0
68104,33,500,244,256,0,244,1780065827104,0,0,0,0,0
70112,34,500,134,97,269,403,1780065829112,0,0,0,0,0
72115,35,500,251,249,0,251,1780065831115,0,0,0,0,0
74101,36,475,92,75,308,400,1780065833101,0,0,0,0,0
76009,37,0,0,0,0,0,1780065835009,0,0,0,0,0
78015,38,0,0,0,0,0,1780065837015,0,0,0,0,0
80009,39,0,0,0,0,0,1780065839009,0,0,0,0,0
82022,40,0,0,0,0,0,1780065841022,0,0,0,0,0
84010,41,0,0,0,0,0,1780065843010,0,0,0,0,0
86024,42,0,0,0,0,0,1780065845024,0,0,0,0,0
