timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4157,1,500,248,252,0,248,1780066855157,0,0,0,0,0
6048,2,247,91,109,47,138,1780066857048,0,0,0,0,0
8061,3,500,250,250,0,250,1780066859061,0,0,0,0,0
10068,4,484,216,154,114,330,1780066861068,0,0,0,0,0
12037,5,404,87,55,262,349,1780066863037,0,0,0,0,0
14041,6,293,79,82,132,211,1780066865041,0,0,0,0,0
16045,7,418,108,64,246,354,1780066867045,0,0,0,0,0
18053,8,436,119,100,217,336,1780066869053,0,0,0,0,0
20049,9,500,187,186,127,314,1780066871049,0,0,0,0,0
22064,10,500,196,210,94,290,1780066873064,0,0,0,0,0
24054,11,500,188,187,125,313,1780066875054,0,0,0,0,0
26045,12,500,131,88,281,412,1780066877045,0,0,0,0,0
28065,13,500,115,87,298,413,1780066879065,0,0,0,0,0
30071,14,500,202,162,136,338,1780066881071,0,0,0,0,0
32055,15,500,142,141,217,359,1780066883055,0,0,0,0,0
34060,16,500,134,96,270,404,1780066885060,0,0,0,0,0
36047,17,500,184,136,180,364,1780066887047,0,0,0,0,0
38056,18,500,149,165,186,335,1780066889056,0,0,0,0,0
40064,19,500,228,238,34,262,1780066891064,0,0,0,0,0
42071,20,500,174,142,184,358,1780066893071,0,0,0,0,0
44048,21,500,141,142,217,358,1780066895048,0,0,0,0,0
46053,22,200,112,88,0,112,1780066897053,300,0,0,0,0
48067,23,300,170,130,0,170,1780066899067,169,31,0,0,0
50065,24,200,38,37,125,163,1780066901065,0,0,300,0,0
52067,25,331,160,158,13,173,1780066903067,0,0,169,0,0
54055,26,500,220,232,48,268,1780066905055,0,0,0,0,0
56069,27,500,221,227,52,273,1780066907069,0,0,0,0,0
58063,28,500,175,153,172,347,1780066909063,0,0,0,0,0
60110,29,500,283,217,0,283,1780066911110,0,0,0,0,0
62103,30,500,161,180,159,320,1780066913103,0,0,0,0,0
64104,31,500,259,241,0,259,1780066915104,0,0,0,0,0
66098,32,500,209,222,69,278,1780066917098,0,0,0,0,0
68119,33,500,249,251,0,249,1780066919119,0,0,0,0,0
70104,34,500,260,236,4,264,1780066921104,0,0,0,0,0
72067,35,393,132,120,141,273,1780066923067,0,0,0,0,0
74010,36,0,0,0,0,0,1780066925010,0,0,0,0,0
76018,37,0,0,0,0,0,1780066927018,0,0,0,0,0
78009,38,0,0,0,0,0,1780066929009,0,0,0,0,0
80020,39,0,0,0,0,0,1780066931020,0,0,0,0,0
82007,40,0,0,0,0,0,1780066933007,0,0,0,0,0
84008,41,0,0,0,0,0,1780066935008,0,0,0,0,0
