timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4070,1,100,53,47,0,53,1780066855070,0,0,0,0,0
6039,2,252,0,0,252,252,1780066857039,0,0,0,0,0
8042,3,314,91,114,109,200,1780066859042,0,0,0,0,0
10073,4,500,238,262,0,238,1780066861073,0,0,0,0,0
12048,5,500,118,132,250,368,1780066863048,0,0,0,0,0
14059,6,500,187,246,67,254,1780066865059,0,0,0,0,0
16061,7,500,196,217,87,283,1780066867061,0,0,0,0,0
18064,8,500,224,221,55,279,1780066869064,0,0,0,0,0
20054,9,500,189,229,82,271,1780066871054,0,0,0,0,0
22070,10,500,245,255,0,245,1780066873070,0,0,0,0,0
24059,11,500,216,220,64,280,1780066875059,0,0,0,0,0
26045,12,500,90,124,286,376,1780066877045,0,0,0,0,0
28070,13,500,220,229,51,271,1780066879070,0,0,0,0,0
30066,14,500,146,195,159,305,1780066881066,0,0,0,0,0
32055,15,500,146,167,187,333,1780066883055,0,0,0,0,0
34071,16,500,226,274,0,226,1780066885071,0,0,0,0,0
36052,17,500,194,218,88,282,1780066887052,0,0,0,0,0
38055,18,500,196,217,87,283,1780066889055,0,0,0,0,0
40055,19,500,156,182,162,318,1780066891055,0,0,0,0,0
42071,20,500,249,251,0,249,1780066893071,0,0,0,0,0
44053,21,500,160,199,141,301,1780066895053,0,0,0,0,0
46056,22,469,107,138,224,331,1780066897056,31,0,0,0,0
48078,23,200,71,121,8,79,1780066899078,0,300,0,0,1
50055,24,300,167,58,75,242,1780066901055,0,169,31,0,0
52067,25,402,18,4,380,398,1780066903067,0,0,0,98,0
54040,26,500,27,47,426,453,1780066905040,0,0,0,0,0
56063,27,500,46,82,372,418,1780066907063,0,0,0,0,0
58058,28,500,7,12,481,488,1780066909058,0,0,0,0,0
60067,29,289,0,0,289,289,1780066911067,0,0,0,0,0
62048,30,217,0,0,217,217,1780066913048,0,0,0,0,0
64048,31,180,0,0,180,180,1780066915048,0,0,0,0,0
66046,32,241,0,0,241,241,1780066917046,0,0,0,0,0
68054,33,222,0,0,222,222,1780066919054,0,0,0,0,0
70053,34,251,0,0,251,251,1780066921053,0,0,0,0,0
72039,35,236,0,0,236,236,1780066923039,0,0,0,0,0
74030,36,120,0,0,120,120,1780066925030,0,0,0,0,0
76019,37,0,0,0,0,0,1780066927019,0,0,0,0,0
78015,38,0,0,0,0,0,1780066929015,0,0,0,0,0
80020,39,0,0,0,0,0,1780066931020,0,0,0,0,0
82007,40,0,0,0,0,0,1780066933007,0,0,0,0,0
84008,41,0,0,0,0,0,1780066935008,0,0,0,0,0
