timestamp,blockHeight,tx_total,tx_normal,tx_relay_sender,tx_relay_receiver,tx_committed,pbfttime,mig1,mig2,ann,ns,locked_txs
4124,1,500,211,289,0,211,1780066094124,0,0,0,0,0
6047,2,185,51,57,77,128,1780066096047,0,0,0,0,0
8121,3,500,240,260,0,240,1780066098121,0,0,0,0,0
10126,4,500,260,240,0,260,1780066100126,0,0,0,0,0
12093,5,500,184,242,74,258,1780066102093,0,0,0,0,0
14108,6,500,200,241,59,259,1780066104108,0,0,0,0,0
16108,7,500,238,262,0,238,1780066106108,0,0,0,0,0
18103,8,500,182,191,127,309,1780066108103,0,0,0,0,0
20091,9,500,222,214,64,286,1780066110091,0,0,0,0,0
22098,10,500,213,224,63,276,1780066112098,0,0,0,0,0
24096,11,500,235,265,0,235,1780066114096,0,0,0,0,0
26086,12,500,159,155,186,345,1780066116086,0,0,0,0,0
28080,13,500,105,134,261,366,1780066118080,0,0,0,0,0
30105,14,500,212,240,48,260,1780066120105,0,0,0,0,0
32107,15,500,176,181,143,319,1780066122107,0,0,0,0,0
34090,16,500,171,176,153,324,1780066124090,0,0,0,0,0
36102,17,500,220,274,6,226,1780066126102,0,0,0,0,0
38100,18,500,188,175,137,325,1780066128100,0,0,0,0,0
40086,19,500,208,215,77,285,1780066130086,0,0,0,0,0
42095,20,500,198,273,29,227,1780066132095,0,0,0,0,0
44098,21,500,184,205,111,295,1780066134098,0,0,0,0,0
46086,22,200,61,52,87,148,1780066136086,300,0,0,0,0
48105,23,200,104,96,0,104,1780066138105,128,172,0,0,1
50119,24,200,22,8,170,192,1780066140119,0,300,0,0,10
52120,25,324,89,18,217,306,1780066142120,0,176,0,0,31
54101,26,248,127,23,98,225,1780066144101,0,0,252,0,20
56120,27,324,265,59,0,265,1780066146120,0,0,176,0,0
58088,28,500,290,130,80,370,1780066148088,0,0,0,0,0
60115,29,500,147,187,166,313,1780066150115,0,0,0,0,0
62192,30,500,280,202,18,298,1780066152192,0,0,0,0,0
64116,31,500,267,186,47,314,1780066154116,0,0,0,0,0
66062,32,500,305,168,27,332,1780066156062,0,0,0,0,0
68069,33,500,246,133,121,367,1780066158069,0,0,0,0,0
70081,34,500,280,144,76,356,1780066160081,0,0,0,0,0
72095,35,500,135,79,286,421,1780066162095,0,0,0,0,0
74068,36,478,4,11,463,467,1780066164068,0,0,0,0,0
76015,37,0,0,0,0,0,1780066166015,0,0,0,0,0
78024,38,0,0,0,0,0,1780066168024,0,0,0,0,0
80006,39,0,0,0,0,0,1780066170006,0,0,0,0,0
82017,40,0,0,0,0,0,1780066172017,0,0,0,0,0
84014,41,0,0,0,0,0,1780066174014,0,0,0,0,0
86012,42,0,0,0,0,0,1780066176012,0,0,0,0,0
